prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,update_date_dt,create_date_dt
GBJG01,TSA,,PLN,Arachis ipaensis,PRJNA248910,SAMN02803903,cultivar: KGBPScS30076 (PI 468322),"dev_stage: leaf - unopened tetrafoliates\, root - root tips of plants < 30 DAP\, pods - yellow\, brown\, and black mesocarp,tissue_type: leaf\, pod\, root",22158542,29786,0,No,2015-02-02T00:00:00Z,2014-09-05T00:00:00Z
GBJH01,TSA,,PLN,Arachis hypogaea var. vulgaris,PRJNA248910,SAMN02803905,cultivar: OLin CV-75 (PI 631176),"dev_stage: leaf - unopened tetrafoliates\, root - root tips of plants < 30 DAP\, pods - yellow\, brown\, and black mesocarp,tissue_type: leaf\, pod\, root",30067853,45879,0,No,2015-02-02T00:00:00Z,2014-09-05T00:00:00Z
GBJI01,TSA,,PLN,Arachis hypogaea var. vulgaris,PRJNA248910,SAMN02803905,cultivar: OLin CV-75 (PI 631176),"dev_stage: leaf - unopened tetrafoliates\, root - root tips of plants < 30 DAP\, pods - yellow\, brown\, and black mesocarp,tissue_type: leaf\, pod\, root",214940405,244114,0,No,2015-02-02T00:00:00Z,2014-09-04T00:00:00Z
GBJK01,TSA,,PLN,Arachis duranensis,PRJNA248910,SAMN02803902,cultivar: KSSc 38901 (PI 497483),"dev_stage: leaf - unopened tetrafoliates\, root - root tips of plants < 30 DAP\, pods - yellow\, brown\, and black mesocarp,tissue_type: leaf\, pod\, root",62002319,70200,0,No,2015-02-02T00:00:00Z,2015-02-02T00:00:00Z
GBJL01,TSA,,PLN,Arachis ipaensis,PRJNA248910,SAMN02803903,cultivar: KGBPScS30076 (PI 468322),"dev_stage: leaf - unopened tetrafoliates\, root - root tips of plants < 30 DAP\, pods - yellow\, brown\, and black mesocarp,tissue_type: leaf\, pod\, root",27910781,30764,0,No,2015-02-02T00:00:00Z,2014-09-05T00:00:00Z
GBJM01,TSA,,INV,Latrodectus geometricus,PRJNA256924,SAMN02979256,,tissue_type: Multiple,94425148,141036,0,No,2015-06-23T00:00:00Z,2015-06-23T00:00:00Z
GBJN01,TSA,,INV,Latrodectus hesperus,PRJNA242358,SAMN02979274,,tissue_type: Multiple,125302115,178498,0,No,2015-06-24T00:00:00Z,2015-06-24T00:00:00Z
GBJO01,TSA,,PLN,Mangifera indica,PRJNA254771,SAMN02905156,cultivar: Keitt,"tissue_type: young leaves\, young inflorescences\, young fruit\, flesh and peels of mature fruit",44608706,47956,0,No,2015-11-18T00:00:00Z,2015-07-14T00:00:00Z
GBJP01,TSA,,PLN,Arachis ipaensis,PRJNA248910,SAMN02803903,cultivar: KGBPScS30076 (PI 468322),"dev_stage: leaf - unopened tetrafoliates\, root - root tips of plants < 30 DAP\, pods - yellow\, brown\, and black mesocarp,tissue_type: leaf\, pod\, root",52954773,64014,0,No,2015-02-02T00:00:00Z,2014-09-05T00:00:00Z
GBJQ01,TSA,,INV,Steatoda grossa,PRJNA256926,SAMN02979116,,,111111508,148536,0,No,2015-09-02T00:00:00Z,2015-06-23T00:00:00Z
GBJR01,TSA,,INV,Bombyx mori,PRJNA257362,SAMN02950950,,"tissue_type: wing discs were harvested at L5D6\, PP and P0 stages",17759131,15696,0,No,2014-10-21T00:00:00Z,2014-10-21T00:00:00Z
GBJS01,TSA,,INV,Rhipicephalus annulatus,PRJNA255770,SAMN02928618,,"host: Cattle,isolation_source: salivary glands",27944182,30301,0,Yes,2015-09-03T00:00:00Z,2015-09-03T00:00:00Z
GBJT01,TSA,,INV,Rhipicephalus annulatus,PRJNA255770,SAMN02928617,,"host: Cattle,isolation_source: salivary glands",29926480,33118,0,Yes,2015-09-04T00:00:00Z,2015-09-04T00:00:00Z
GBJU01,TSA,,PLN,Cycas revoluta,PRJNA255888,SAMN02929469,,tissue_type: leaves,38933900,39379,0,No,2015-09-04T00:00:00Z,2015-09-04T00:00:00Z
GBJV01,TSA,,PLN,Fusarium virguliforme,PRJNA248018,SAMN02782722,strain: Mont1,isolation_source: soybean,19814314,12858,0,No,2016-03-15T00:00:00Z,2016-03-15T00:00:00Z
GBJW01,TSA,,PLN,Dioscorea composita,PRJNA253902,SAMN02897972,,"tissue_type: leaf\, stem\, tuber",180050789,131514,0,No,2015-02-24T00:00:00Z,2015-02-24T00:00:00Z
GBJX01,TSA,,INV,Adelges tsugae,PRJNA242203,SAMN02691708,strain: Vermont,tissue_type: whole body,35793846,21848,0,No,2015-02-24T00:00:00Z,2015-02-24T00:00:00Z
GBJY01,TSA,,PLN,Sinopodophyllum hexandrum,PRJNA258431,SAMN02997652,cultivar: Royle,tissue_type: Rhizome,17967934,35403,0,No,2014-09-02T00:00:00Z,2014-09-02T00:00:00Z
GBJZ01,TSA,,PLN,Allium cepa,PRJNA248253,SAMN02796065,cultivar: light red,tissue_type: bulb,273651260,249987,0,No,2015-10-28T00:00:00Z,2015-10-28T00:00:00Z
GBKA01,TSA,,VRT,Ctenopharyngodon idella,PRJNA234067,"SAMN02580751,SAMN02580752",,,48281634,27581,0,No,2015-06-11T00:00:00Z,2015-06-11T00:00:00Z
GBKB01,TSA,,BCT,Staphylococcus aureus,PRJNA257347,SAMN02951674,strain: ATCC 25923,"host: Homo sapiens,isolation_source: Clinical",2443165,1994,0,No,2015-07-14T00:00:00Z,2014-09-08T00:00:00Z
GBKC01,TSA,,VRT,Crotalus horridus,PRJNA88989,SAMN01179614,,tissue_type: Venom gland,5992988,2463,2463,Yes,2015-04-07T00:00:00Z,2015-01-06T00:00:00Z
GBKD01,TSA,,VRT,Crotalus horridus,PRJNA88989,SAMN02998121,strain: Type B,tissue_type: Venom gland,3018499,1548,1548,Yes,2015-04-07T00:00:00Z,2015-01-06T00:00:00Z
GBKE01,TSA,,INV,Lithobius forficatus,PRJNA198080,SAMN02053593,,,4203641,7304,0,No,2014-09-08T00:00:00Z,2014-09-08T00:00:00Z
GBKF01,TSA,,INV,Polyxenus lagurus,PRJNA222654,SAMN02373801,,,5483135,13911,0,No,2014-09-08T00:00:00Z,2014-09-08T00:00:00Z
GBKG01,TSA,,INV,Polydesmus angustus,PRJNA222647,SAMN02373799,,,3114190,4323,0,No,2014-09-08T00:00:00Z,2014-09-08T00:00:00Z
GBKH01,TSA,,PLN,Triticum aestivum,PRJNA182354,SAMN01820702,,,2928764,4274,0,No,2014-11-15T00:00:00Z,2014-11-15T00:00:00Z
GBKI01,TSA,,PLN,Triticum aestivum,PRJNA182354,SAMN01820703,,,2134815,3439,0,No,2014-11-15T00:00:00Z,2014-11-15T00:00:00Z
GBKJ01,TSA,,PLN,Triticum aestivum,PRJNA182354,SAMN01820704,,,1600131,2696,0,No,2014-11-15T00:00:00Z,2014-11-15T00:00:00Z
GBKK01,TSA,,PLN,Triticum aestivum,PRJNA182354,SAMN01820705,,,928395,1655,0,No,2014-11-15T00:00:00Z,2014-11-15T00:00:00Z
GBKL01,TSA,,INV,Myxobolus cerebralis,PRJNA258474,SAMN02998096,,"dev_stage: triactinomyxon stage,tissue_type: whole organisms",42904520,52821,0,No,2015-12-16T00:00:00Z,2015-09-21T00:00:00Z
GBKM01,TSA,,INV,Acantholyda hieroglyphica,PRJNA252315,SAMN02870200,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28522168,31362,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBKP01,TSA,,PLN,Anthurium andraeanum,PRJNA241042,SAMN02687978,cultivar: sonate,tissue_type: leaf color mutant,31199854,40198,0,No,2014-10-15T00:00:00Z,2014-10-15T00:00:00Z
GBKQ01,TSA,,PLN,Camellia sinensis var. sinensis,PRJNA257942,SAMN02980903,cultivar: zhongcha302,tissue_type: root,35892358,63798,0,No,2015-05-05T00:00:00Z,2015-05-05T00:00:00Z
GBKR01,TSA,,VRT,Apteronotus leptorhynchus,PRJNA259518,"SAMN03008916,SAMN03008917,SAMN03008923,SAMN03008924,SAMN03008926",,,1972267756,1233299,0,No,2015-04-28T00:00:00Z,2015-03-24T00:00:00Z
GBKS01,TSA,,PLN,Lilium hybrid cultivar,PRJNA252039,SAMN02848776,cultivar: Sorbonne,tissue_type: scale,49954073,64503,0,No,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
GBKT01,TSA,,PLN,Ephedra trifurca,PRJNA255888,SAMN02929470,,tissue_type: cones,32153635,39326,0,No,2015-10-06T00:00:00Z,2015-10-06T00:00:00Z
GBKU01,TSA,,INV,Trichoplusia ni,PRJNA260558,SAMN03024153,strain: Tnms42,,60040270,70322,0,No,2014-11-13T00:00:00Z,2014-09-23T00:00:00Z
GBKV01,TSA,,INV,Ciona intestinalis,PRJNA248170,"SAMN02799694,SAMN02799695,SAMN02799696",,,26880734,30680,0,No,2015-05-05T00:00:00Z,2015-05-05T00:00:00Z
GBKW01,TSA,,PLN,Olea europaea,PRJNA256033,"SAMN02937426,SAMN02937427,SAMN02937428,SAMN02937429,SAMN02937430,SAMN02937431,SAMN02937432,SAMN02937433,SAMN02937434,SAMN02937435,SAMN02937436,SAMN02937437,SAMN02937438",cultivar: Picual,,85805151,157699,0,No,2014-12-11T00:00:00Z,2014-12-11T00:00:00Z
GBKX01,TSA,,PLN,Eleusine indica,PRJNA259633,SAMN03009918,cultivar: PBU,tissue_type: leaf,57737969,54939,0,No,2015-02-24T00:00:00Z,2015-02-24T00:00:00Z
GBKZ01,TSA,,INV,Sphecodes albilabris,PRJNA252332,SAMN02870402,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36915692,33273,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLA01,TSA,,INV,Nomada lathburiana,PRJNA252330,SAMN02870348,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",35759640,24014,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLB01,TSA,,INV,Astata minor,PRJNA252227,SAMN02870217,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36656229,31832,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLE01,TSA,,INV,Brachymeria minuta,PRJNA252236,SAMN02870225,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32367015,35290,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLF01,TSA,,INV,Andrena vaga,PRJNA252325,SAMN02870209,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",29428733,25569,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLJ01,TSA,,PLN,Pinus canariensis,PRJNA255888,SAMN02929471,,tissue_type: needles,43957406,47792,0,No,2015-10-06T00:00:00Z,2015-10-06T00:00:00Z
GBLK01,TSA,,PLN,Mesembryanthemum crystallinum,PRJNA217685,"SAMN02732138,SAMN02732139",,,36623934,24204,0,No,2016-04-28T00:00:00Z,2015-09-15T00:00:00Z
GBLL01,TSA,,INV,Dendrocerus carpenteri,PRJNA252162,SAMN02870276,strain: wildtype,"dev_stage: adult,isolation_source: Lab culture INSerlTCCRAAPEI-21,tissue_type: whole organism",25406379,22788,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLM01,TSA,,INV,Cosmocomoidea triguttata,PRJNA252118,SAMN02870304,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",19412001,16555,0,No,2018-02-13T00:00:00Z,2017-12-20T00:00:00Z
GBLN01,TSA,,INV,Cosmocomoidea morrilli,PRJNA252129,SAMN02870303,strain: wildtype,"dev_stage: adult,isolation_source: lab culture with samples originating from USA: Texas\, Weslaco,tissue_type: whole organism",20089045,18833,0,No,2018-02-13T00:00:00Z,2017-03-21T00:00:00Z
GBLO01,TSA,,INV,Cosmocomoidea morgani,PRJNA252135,SAMN02870302,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",14335505,16340,0,No,2018-02-13T00:00:00Z,2017-12-20T00:00:00Z
GBLP01,TSA,,INV,Diglyphus isaea,PRJNA252350,SAMN02870279,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28987620,26541,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLR01,TSA,,INV,Thyreus orbatus,PRJNA252319,SAMN02870428,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",39591151,26321,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLS01,TSA,,INV,Dinetus pictus,PRJNA252320,SAMN02870280,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",35261360,20195,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBLT01,TSA,,INV,Perilampus aeneus,PRJNA252318,SAMN02870373,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36522282,29517,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBLU01,TSA,,INV,Oxybelus bipunctatus,PRJNA252321,SAMN02870362,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",37187137,22233,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBLV01,TSA,,INV,Chyphotes sp. AD-2014,PRJNA252353,SAMN02870263,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",55067497,45214,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLX01,TSA,,INV,Tremex magus,PRJNA252117,SAMN02870431,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",41749321,30481,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLY01,TSA,,INV,Eucera plumigera,PRJNA252119,SAMN02870294,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",26851933,25706,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBLZ01,TSA,,INV,Eucera syriaca,PRJNA252121,SAMN02870295,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28054770,27204,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMA01,TSA,,INV,Diodontus minutus,PRJNA252322,SAMN02870281,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",39373028,22820,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBMC01,TSA,,INV,Trichogramma evanescens,PRJNA252243,SAMN02870432,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28660627,21933,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBMD01,TSA,,INV,Ancistrocerus nigricornis,PRJNA252210,SAMN02870208,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",33488814,28657,0,No,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z
GBME01,TSA,,INV,Panurgus dentipes,PRJNA252205,SAMN02870365,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",26437230,23066,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMF01,TSA,,INV,Discoelius zonalis,PRJNA252211,SAMN02870284,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",25517162,22427,0,No,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z
GBMG01,TSA,,INV,Eumenes papillarius,PRJNA252215,SAMN02870297,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",38498893,32706,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMI01,TSA,,INV,Podagrion pachymerum,PRJNA252219,SAMN02870380,strain: wildtype,"dev_stage: adult,isolation_source: reared from Mantis religiosa ootheca,tissue_type: whole organism",27082285,28250,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBMJ01,TSA,,INV,Lithurgus chrysurus,PRJNA252207,SAMN02870331,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32731326,24312,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBML01,TSA,,INV,Symmorphus murarius,PRJNA252214,SAMN02870415,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32940146,30281,0,No,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z
GBMM01,TSA,,INV,Tamarixia radiata,PRJNA252131,SAMN02870420,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",43384368,35442,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBMN01,TSA,,INV,Eupelmus urozonus,PRJNA252250,SAMN02870299,strain: wildtype,"dev_stage: adult,isolation_source: reared from galls of Andricus quercuscalicis,tissue_type: whole organism",43355792,40143,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBMO01,TSA,,INV,Celonites abbreviatus,PRJNA252306,SAMN02870229,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31303713,21771,0,No,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z
GBMP01,TSA,,INV,Dasypoda hirtipes,PRJNA252212,SAMN02870274,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",29908505,22722,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMR01,TSA,,INV,Delta sp. AD-2014,PRJNA252171,SAMN02870275,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32701875,31638,0,No,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z
GBMS01,TSA,,INV,Brachygaster minutus,PRJNA252340,SAMN02870224,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36021435,36288,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMT01,TSA,,INV,Ammophila sabulosa,PRJNA252224,SAMN02870205,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",27191551,21852,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMU01,TSA,,INV,Stephanus serrator,PRJNA252323,SAMN02870410,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",37485127,44542,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMW01,TSA,,INV,Parischnogaster nigricans,PRJNA252175,SAMN02870366,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",24879729,27737,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMX01,TSA,,INV,Ammobates syriacus,PRJNA252137,SAMN02870204,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32110512,22137,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMY01,TSA,,INV,Netelia sp. AD-2014,PRJNA252150,SAMN02870356,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32078721,26358,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBMZ01,TSA,,INV,Chlorodynerus chloroticus,PRJNA252159,SAMN02870239,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36379353,26072,0,No,2018-02-13T00:00:00Z,2018-02-13T00:00:00Z
GBNA01,TSA,,INV,Otitesella tsamvi,PRJNA252151,SAMN02870361,strain: wildtype,"dev_stage: adult,isolation_source: reared from fig,tissue_type: whole organism",35315859,34424,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBNB01,TSA,,INV,Stizus continuus,PRJNA252182,SAMN02870413,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",24816142,21045,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNC01,TSA,,INV,Telenomus sp. AD-2014,PRJNA252183,SAMN02870422,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",21539823,16983,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBND01,TSA,,INV,Buathra laborator,PRJNA252196,SAMN02870227,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32682066,27000,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNE01,TSA,,INV,Leptomastix dactylopii,PRJNA252201,SAMN02870327,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31392672,35463,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
GBNF01,TSA,,INV,Harpactus elegans,PRJNA252247,SAMN02870308,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",35499888,22245,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBNG01,TSA,,INV,Vespula germanica,PRJNA252254,SAMN02870439,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36628013,33749,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNH01,TSA,,INV,Psenulus fuscipennis,PRJNA252256,SAMN02870386,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31095907,24423,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBNI01,TSA,,INV,Eucera malvae,PRJNA252260,SAMN02870424,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36479504,31360,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNJ01,TSA,,INV,Pseudogonalos hahnii,PRJNA252341,SAMN02870387,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",26575047,18039,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBNL01,TSA,,INV,Sceliphron curvatum,PRJNA252261,SAMN02870396,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32739311,22934,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBNN01,TSA,,INV,Nysson niger,PRJNA252266,SAMN02870351,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",29091955,22496,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBNO01,TSA,,INV,Dolichurus corniculus,PRJNA252204,SAMN02870285,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",27844668,19309,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBNP01,TSA,,INV,Euglossa dilemma,PRJNA252310,SAMN02870296,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",40223997,31917,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNQ01,TSA,,INV,Smicromyrme rufipes,PRJNA252275,SAMN02870399,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31191065,31152,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNR01,TSA,,INV,Gorytes laticinctus,PRJNA252290,SAMN02870305,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",30119789,20336,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBNS01,TSA,,INV,Cerceris arenaria,PRJNA252291,SAMN02870235,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",34252864,24719,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBNT01,TSA,,INV,Ampulex compressa,PRJNA252218,SAMN02870206,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",21293266,24364,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBNU01,TSA,,INV,Euodynerus quadrifasciatus,PRJNA252163,SAMN02870298,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28372626,25063,0,No,2018-02-12T00:00:00Z,2018-02-12T00:00:00Z
GBNW01,TSA,,INV,Pseudoscolia sinaitica,PRJNA252146,SAMN02870389,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28843716,22577,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBNX01,TSA,,INV,Macropis fulvipes,PRJNA252296,SAMN02870333,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",27205906,21091,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNY01,TSA,,INV,Andricus quercuscalicis,PRJNA252297,SAMN02870210,strain: wildtype,"dev_stage: adult,isolation_source: reared from galls,tissue_type: whole organism",30242759,22611,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBNZ01,TSA,,INV,Heterodontonyx sp. AD-2014,PRJNA252300,SAMN02870313,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31003498,19941,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOA01,TSA,,INV,Spilomena beata,PRJNA252217,SAMN02870404,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31845961,24104,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOB01,TSA,,INV,Sphecius convallis,PRJNA252349,SAMN02870401,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",25618375,19967,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBOC01,TSA,,INV,Palarus histrio,PRJNA252142,SAMN02870364,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28994684,17033,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOE01,TSA,,INV,Chlorion hirtum,PRJNA252145,SAMN02870238,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36650475,22147,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOG01,TSA,,INV,Sirex noctilio,PRJNA252354,SAMN02870398,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",29061370,27319,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOH01,TSA,,INV,Masaris aegyptiacus aegyptiacus,PRJNA252149,SAMN02870334,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",31681641,22478,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOI01,TSA,,INV,Camptopoeum sacrum,PRJNA252153,SAMN02870228,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",32757317,23988,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOJ01,TSA,,INV,Anthidium manicatum,PRJNA252257,SAMN02870211,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",27880352,22793,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOK01,TSA,,INV,Meria tripunctata,PRJNA252267,SAMN02870339,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",52000881,43279,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOL01,TSA,,INV,Cimbex rubida,PRJNA252347,SAMN02870264,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",36951083,35621,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOM01,TSA,,INV,Chalybion californicum,PRJNA252298,SAMN02870236,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",33977878,21323,0,No,2017-02-22T00:00:00Z,2017-02-17T00:00:00Z
GBON01,TSA,,INV,Dryudella pinguis,PRJNA252123,SAMN02870286,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",30800832,19086,0,No,2017-03-24T00:00:00Z,2017-03-21T00:00:00Z
GBOQ01,TSA,,INV,Dasymutilla gloriosa,PRJNA252348,SAMN02870273,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28185100,26271,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOR01,TSA,,INV,Syrphophilus tricinctorius,PRJNA252166,SAMN02870417,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",27714953,26900,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOS01,TSA,,INV,Dendrocerus carpenteri,PRJNA252710,SAMN02870277,,,30398770,33415,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOT01,TSA,,INV,Rhynchium cyanopterum,PRJNA252179,SAMN02870393,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",23062333,26074,0,No,2018-02-12T00:00:00Z,2018-02-12T00:00:00Z
GBOU01,TSA,,INV,Liris sp. AD-2014,PRJNA252147,SAMN02870330,strain: wildtype,"dev_stage: adult,tissue_type: whole organism",28840977,17615,0,No,2017-03-24T00:00:00Z,2017-03-22T00:00:00Z
GBOV01,TSA,,INV,Philotrypesis parca,PRJNA252155,SAMN02870377,strain: wildtype,"dev_stage: adult,isolation_source: reared from fig,tissue_type: whole organism",31771081,24491,0,No,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z
