,index,id,tax_id,species,family_name,order_name,source
1185,21,GCF_003590095.1,7111,Trichoplusia ni,Noctuidae,Lepidoptera,GCF
1186,22,GCF_003589595.1,1477025,Hyposmocoma kahamanoa,Cosmopterigidae,Lepidoptera,GCF
1187,23,GCF_003254395.2,7460,Apis mellifera,Apidae,Hymenoptera,GCF
1188,24,GCF_000697945.2,133901,Frankliniella occidentalis,Thripidae,Thysanoptera,GCF
1189,25,GCF_003426905.1,7515,Ctenocephalides felis,Pulicidae,Siphonaptera,GCF
1190,26,GCF_000188075.2,13686,Solenopsis invicta,Formicidae,Hymenoptera,GCF
1191,27,GCF_003268045.1,143950,Sipha flava,Aphididae,Hemiptera,GCF
1192,28,GCF_002803265.2,742174,Melanaphis sacchari,Aphididae,Hemiptera,GCF
1193,29,GCF_003227715.1,610380,Harpegnathos saltator,Formicidae,Hymenoptera,GCF
1194,30,GCF_003227725.1,104421,Camponotus floridanus,Formicidae,Hymenoptera,GCF
1195,31,GCF_003070985.1,300111,Temnothorax curvispinosus,Formicidae,Hymenoptera,GCF
1196,32,GCF_002891405.2,105785,Cryptotermes secundus,Kalotermitidae,Blattodea,GCF
1197,33,GCF_002938995.1,334116,Vanessa tameamea,Nymphalidae,Lepidoptera,GCF
1198,34,GCF_000648675.2,79782,Cimex lectularius,Cimicidae,Hemiptera,GCF
1199,35,GCF_000699045.2,224129,Agrilus planipennis,Buprestidae,Coleoptera,GCF
1200,36,GCF_000344095.2,37344,Athalia rosae,Tenthredinidae,Hymenoptera,GCF
1201,37,GCF_900239965.1,110368,Bicyclus anynana,Nymphalidae,Lepidoptera,GCF
1202,38,GCF_000612105.2,222816,Orussus abietinus,Orussidae,Hymenoptera,GCF
1203,39,GCF_000699065.1,7375,Lucilia cuprina,Calliphoridae,Diptera,GCF
1204,40,GCF_000599845.2,7493,Trichogramma pretiosum,Trichogrammatidae,Hymenoptera,GCF
1205,41,GCF_000696795.2,286706,Halyomorpha halys,Pentatomidae,Hemiptera,GCF
1206,42,GCF_000390285.2,217634,Anoplophora glabripennis,Cerambycidae,Coleoptera,GCF
1207,43,GCF_000648655.2,29053,Copidosoma floridanum,Encyrtidae,Hymenoptera,GCF
1208,44,GCF_000347755.3,7213,Ceratitis capitata,Tephritidae,Diptera,GCF
1209,45,GCF_000500325.1,7539,Leptinotarsa decemlineata,Chrysomelidae,Coleoptera,GCF
1210,46,GCF_000648695.1,166361,Onthophagus taurus,Scarabaeidae,Coleoptera,GCF
1211,47,GCF_002706865.1,69820,Spodoptera litura,Noctuidae,Lepidoptera,GCF
1212,48,GCF_002217835.1,7282,Drosophila obscura,Drosophilidae,Diptera,GCF
1213,49,GCF_002204515.2,7159,Aedes aegypti,Culicidae,Diptera,GCF
1214,50,GCF_002156985.1,29058,Helicoverpa armigera,Noctuidae,Lepidoptera,GCF
1215,51,GCF_000754195.2,7240,Drosophila simulans,Drosophilidae,Diptera,GCF
1216,52,GCF_002093755.1,7274,Drosophila serrata,Drosophilidae,Diptera,GCF
1217,53,GCF_002006095.1,219809,Pseudomyrmex gracilis,Formicidae,Hymenoptera,GCF
1218,54,GCF_001937115.1,116153,Aethina tumida,Nitidulidae,Coleoptera,GCF
1219,55,GCF_000184785.2,7463,Apis florea,Apidae,Hymenoptera,GCF
1220,56,GCF_001856805.1,64459,Pieris rapae,Pieridae,Lepidoptera,GCF
1221,57,GCF_001856785.1,13164,Myzus persicae,Aphididae,Hemiptera,GCF
1222,58,GCF_001854935.1,7038,Bemisia tabaci,Aleyrodidae,Hemiptera,GCF
1223,59,GCF_001853355.1,174628,Bactrocera latifrons,Tephritidae,Diptera,GCF
1224,60,GCF_001687245.1,28612,Rhagoletis zephyria,Tephritidae,Diptera,GCF
1225,61,GCF_001654025.1,7263,Drosophila arizonae,Drosophilidae,Diptera,GCF
1226,62,GCF_001652005.1,156304,Ceratina calcarata,Apidae,Hymenoptera,GCF
1227,63,GCF_001483705.1,516756,Eufriesea mexicana,Apidae,Hymenoptera,GCF
1228,64,GCF_001594055.1,64791,Trachymyrmex zeteki,Formicidae,Hymenoptera,GCF
1229,65,GCF_001594115.1,34720,Trachymyrmex septentrionalis,Formicidae,Hymenoptera,GCF
1230,66,GCF_001594075.1,471704,Trachymyrmex cornetzi,Formicidae,Hymenoptera,GCF
1231,67,GCF_001594065.1,456900,Cyphomyrmex costatus,Formicidae,Hymenoptera,GCF
1232,68,GCF_001594045.1,520822,Atta colombica,Formicidae,Hymenoptera,GCF
1233,69,GCF_000001765.3,46245,Drosophila pseudoobscura,Drosophilidae,Diptera,GCF
1234,70,GCF_000002335.3,7070,Tribolium castaneum,Tenebrionidae,Coleoptera,GCF
1235,71,GCF_000371365.1,7370,Musca domestica,Muscidae,Diptera,GCF
1236,72,GCF_000269505.1,7229,Drosophila miranda,Drosophilidae,Diptera,GCF
1237,73,GCF_001465965.1,743375,Polistes dominula,Vespidae,Hymenoptera,GCF
1238,74,GCF_001442555.1,7461,Apis cerana,Apidae,Hymenoptera,GCF
1239,75,GCF_000355655.1,77166,Dendroctonus ponderosae,Curculionidae,Coleoptera,GCF
1240,76,GCF_001412225.1,110193,Nicrophorus vespilloides,Silphidae,Coleoptera,GCF
1241,77,GCF_000236325.1,29029,Drosophila eugracilis,Drosophilidae,Diptera,GCF
1242,78,GCF_000236305.1,1041015,Drosophila rhopaloa,Drosophilidae,Diptera,GCF
1243,79,GCF_000236285.1,42026,Drosophila bipectinata,Drosophilidae,Diptera,GCF
1244,80,GCF_000224235.1,29030,Drosophila takahashii,Drosophilidae,Diptera,GCF
1245,81,GCF_000224215.1,30033,Drosophila kikkawai,Drosophilidae,Diptera,GCF
1246,82,GCF_000224195.1,30023,Drosophila elegans,Drosophilidae,Diptera,GCF
1247,83,GCF_000233415.1,125945,Drosophila biarmipes,Drosophilidae,Diptera,GCF
1248,84,GCF_000220665.1,30025,Drosophila ficusphila,Drosophilidae,Diptera,GCF
1249,85,GCF_000330985.1,51655,Plutella xylostella,Plutellidae,Lepidoptera,GCF
1250,86,GCF_001313825.1,609295,Dinoponera quadriceps,Formicidae,Hymenoptera,GCF
1251,87,GCF_001313835.1,91411,Polistes canadensis,Vespidae,Hymenoptera,GCF
1252,88,GCF_000002325.3,7425,Nasonia vitripennis,Pteromalidae,Hymenoptera,GCF
1253,89,GCF_000572035.2,69319,Microplitis demolitor,Braconidae,Hymenoptera,GCF
1254,90,GCF_001298355.1,76193,Papilio machaon,Papilionidae,Lepidoptera,GCF
1255,91,GCF_001277935.1,30019,Drosophila busckii,Drosophilidae,Diptera,GCF
1256,92,GCF_001272555.1,178035,Dufourea novaeangliae,Halictidae,Hymenoptera,GCF
1257,93,GCF_001188975.1,104688,Bactrocera oleae,Tephritidae,Diptera,GCF
1258,94,GCF_001263275.1,597456,Habropoda laboriosa,Apidae,Hymenoptera,GCF
1259,95,GCF_001263575.1,441921,Neodiprion lecontei,Diprionidae,Hymenoptera,GCF
1260,96,GCF_001186385.1,143948,Diuraphis noxia,Aphididae,Hemiptera,GCF
1261,97,GCF_001186105.1,680683,Amyelois transitella,Pyralidae,Lepidoptera,GCF
1262,98,GCF_000262585.1,7130,Manduca sexta,Sphingidae,Lepidoptera,GCF
1263,99,GCF_000005975.2,7245,Drosophila yakuba,Drosophilidae,Diptera,GCF
1264,100,GCF_000005215.3,7238,Drosophila sechellia,Drosophilidae,Diptera,GCF
1265,101,GCF_000220905.1,143995,Megachile rotundata,Megachilidae,Hymenoptera,GCF
1266,102,GCF_001015335.1,35570,Stomoxys calcitrans,Muscidae,Diptera,GCF
1267,103,GCF_000956235.1,64793,Wasmannia auropunctata,Formicidae,Hymenoptera,GCF
1268,104,GCF_000949405.1,411798,Vollenhovia emeryi,Formicidae,Hymenoptera,GCF
1269,105,GCF_000005575.2,180454,Anopheles gambiae,Culicidae,Diptera,GCF
1270,106,GCF_000214255.1,30195,Bombus terrestris,Apidae,Hymenoptera,GCF
1271,107,GCF_000217595.1,83485,Linepithema humile,Formicidae,Hymenoptera,GCF
1272,108,GCF_000005115.1,7217,Drosophila ananassae,Drosophilidae,Diptera,GCF
1273,109,GCF_000204515.1,103372,Acromyrmex echinatior,Formicidae,Hymenoptera,GCF
1274,110,GCF_000005155.2,7222,Drosophila grimshawi,Drosophilidae,Diptera,GCF
1275,111,GCF_000005175.2,7230,Drosophila mojavensis,Drosophilidae,Diptera,GCF
1276,112,GCF_000209185.1,7176,Culex quinquefasciatus,Culicidae,Diptera,GCF
1277,113,GCF_000836235.1,66420,Papilio xuthus,Papilionidae,Lepidoptera,GCF
1278,114,GCF_000836215.1,76194,Papilio polytes,Papilionidae,Lepidoptera,GCF
1279,115,GCF_000341935.1,211228,Cephus cinctus,Cephidae,Hymenoptera,GCF
1280,116,GCF_000789215.1,27457,Bactrocera dorsalis,Tephritidae,Diptera,GCF
1281,117,GCF_000187915.1,144034,Pogonomyrmex barbatus,Formicidae,Hymenoptera,GCF
1282,118,GCF_000806345.1,28588,Zeugodacus cucurbitae,Tephritidae,Diptera,GCF
1283,119,GCF_000806365.1,64838,Fopius arisanus,Braconidae,Hymenoptera,GCF
1284,120,GCF_000006295.1,121224,Pediculus humanus,Pediculidae,Phthiraptera,GCF
1285,121,GCF_000757685.1,108931,Nilaparvata lugens,Delphacidae,Hemiptera,GCF
1286,122,GCF_000001215.4,7227,Drosophila melanogaster,Drosophilidae,Diptera,GCF
1287,123,GCF_000143395.1,12957,Atta cephalotes,Formicidae,Hymenoptera,GCF
1288,124,GCF_000696155.1,136037,Zootermopsis nevadensis,Termopsidae,Blattodea,GCF
1289,125,GCF_000151625.1,7091,Bombyx mori,Bombycidae,Lepidoptera,GCF
1290,126,GCF_000503995.1,326594,Ceratosolen solmsi,Agaonidae,Hymenoptera,GCF
1291,127,GCF_000475195.1,121845,Diaphorina citri,Liviidae,Hemiptera,GCF
1292,128,GCF_000472105.1,28584,Drosophila suzukii,Drosophilidae,Diptera,GCF
1293,129,GCF_000469605.1,7462,Apis dorsata,Apidae,Hymenoptera,GCF
1294,130,GCF_000005925.1,7260,Drosophila willistoni,Drosophilidae,Diptera,GCF
1295,131,GCF_000005245.1,7244,Drosophila virilis,Drosophilidae,Diptera,GCF
1296,132,GCA_002938485.2,7048,Sitophilus oryzae,Curculionidae,Coleoptera,GCA
1297,133,GCA_900199415.2,189913,Leptidea sinapis,Pieridae,Lepidoptera,GCA
1298,134,GCA_008121225.1,7248,Drosophila athabasca,Drosophilidae,Diptera,GCA
1299,135,GCA_008121235.1,7241,Drosophila subobscura,Drosophilidae,Diptera,GCA
1300,136,GCA_008121275.1,7251,Drosophila lowei,Drosophilidae,Diptera,GCA
1301,137,GCA_008086715.1,44668,Sitobion miscanthi,Aphididae,Hemiptera,GCA
1302,138,GCA_008042575.1,94109,Drosophila watanabei,Drosophilidae,Diptera,GCA
1303,139,GCA_008042585.1,60717,Drosophila punjabiensis,Drosophilidae,Diptera,GCA
1304,140,GCA_008042535.1,137070,Drosophila tani,Drosophilidae,Diptera,GCA
1305,141,GCA_008042715.1,103765,Drosophila bocki,Drosophilidae,Diptera,GCA
1306,142,GCA_008044375.1,67534,Drosophila triauraria,Drosophilidae,Diptera,GCA
1307,143,GCA_008042795.1,154832,Drosophila asahinai,Drosophilidae,Diptera,GCA
1308,144,GCA_008044355.1,67531,Drosophila lacteicornis,Drosophilidae,Diptera,GCA
1309,145,GCA_008042815.1,244254,Drosophila bunnanda,Drosophilidae,Diptera,GCA
1310,146,GCA_008042485.1,137074,Drosophila mayri,Drosophilidae,Diptera,GCA
1311,147,GCA_008044435.1,67533,Drosophila rufa,Drosophilidae,Diptera,GCA
1312,148,GCA_008042695.1,111875,Drosophila jambulina,Drosophilidae,Diptera,GCA
1313,149,GCA_008042655.1,137355,Drosophila burlai,Drosophilidae,Diptera,GCA
1314,150,GCA_008042635.1,73157,Drosophila nikananu,Drosophilidae,Diptera,GCA
1315,151,GCA_008042775.1,359927,Drosophila pectinifera,Drosophilidae,Diptera,GCA
1316,152,GCA_008042615.1,47315,Drosophila auraria,Drosophilidae,Diptera,GCA
1317,153,GCA_008042735.1,109356,Drosophila leontia,Drosophilidae,Diptera,GCA
1318,154,GCA_008042555.1,132243,Drosophila vulcana,Drosophilidae,Diptera,GCA
1319,155,GCA_008044335.1,30018,Drosophila bakoue,Drosophilidae,Diptera,GCA
1320,156,GCA_008042675.1,73917,Drosophila seguyi,Drosophilidae,Diptera,GCA
1321,157,GCA_008042755.1,46829,Drosophila birchii,Drosophilidae,Diptera,GCA
1322,158,GCA_008042515.1,137078,Drosophila truncata,Drosophilidae,Diptera,GCA
1323,159,GCA_008042475.1,137072,Drosophila kanapiae,Drosophilidae,Diptera,GCA
1324,160,GCA_902196195.1,1291243,Aptinothrips rufus,Thripidae,Thysanoptera,GCA
1325,161,GCA_007844875.1,236788,Busseola fusca,Noctuidae,Lepidoptera,GCA
1326,162,GCA_002192655.2,174822,Mamestra configurata,Noctuidae,Lepidoptera,GCA
1327,163,GCA_900465395.1,40366,Drosophila americana,Drosophilidae,Diptera,GCA
1328,164,GCA_901521435.1,531929,Crematogaster levior,Formicidae,Hymenoptera,GCA
1329,165,GCA_007018985.1,42896,Anopheles bwambae,Culicidae,Diptera,GCA
1330,166,GCA_006980735.1,468822,Dasypogon diadema,Asilidae,Diptera,GCA
1331,167,GCA_902155825.1,629358,Timema genevievae,Timematidae,Phasmatodea,GCA
1332,168,GCA_902151475.1,61482,Timema podura,Timematidae,Phasmatodea,GCA
1333,169,GCA_902151455.1,61472,Timema bartmani,Timematidae,Phasmatodea,GCA
1334,170,GCA_902151465.1,61484,Timema tahoe,Timematidae,Phasmatodea,GCA
1335,171,GCA_902151435.1,61476,Timema cristinae,Timematidae,Phasmatodea,GCA
1336,172,GCA_902151445.1,170555,Timema monikensis,Timematidae,Phasmatodea,GCA
1337,173,GCA_902151425.1,629360,Timema shepardi,Timematidae,Phasmatodea,GCA
1338,174,GCA_902141385.1,61474,Timema californicum,Timematidae,Phasmatodea,GCA
1339,175,GCA_902141375.1,170557,Timema poppensis,Timematidae,Phasmatodea,GCA
1340,176,GCA_901482245.1,61478,Timema douglasi,Timematidae,Phasmatodea,GCA
1341,177,GCA_005959815.1,7385,Sarcophaga bullata,Sarcophagidae,Diptera,GCA
1342,178,GCA_005889595.1,154130,Drosophila neonasuta,Drosophilidae,Diptera,GCA
1343,179,GCA_005876975.1,7233,Drosophila orena,Drosophilidae,Diptera,GCA
1344,180,GCA_005876895.1,7249,Drosophila azteca,Drosophilidae,Diptera,GCA
1345,181,GCA_005406045.1,85585,Adoxophyes honmai,Tortricidae,Lepidoptera,GCA
1346,182,GCA_005406025.1,151549,Eumeta japonica,Psychidae,Lepidoptera,GCA
1347,183,GCA_004959915.1,151541,Danaus chrysippus,Nymphalidae,Lepidoptera,GCA
1348,184,GCA_004916985.1,441929,Neodiprion pinetum,Diprionidae,Hymenoptera,GCA
1349,185,GCA_004799115.1,702717,Tuta absoluta,Gelechiidae,Lepidoptera,GCA
1350,186,GCA_004796505.1,41112,Oryzaephilus surinamensis,Silvanidae,Coleoptera,GCA
1351,187,GCA_004382145.1,7226,Drosophila mauritiana,Drosophilidae,Diptera,GCA
1352,188,GCA_004794745.1,300112,Temnothorax longispinosus,Formicidae,Hymenoptera,GCA
1353,189,GCA_004785975.1,7064,Popillia japonica,Scarabaeidae,Coleoptera,GCA
1354,190,GCA_900002565.1,179676,Culicoides sonorensis,Ceratopogonidae,Diptera,GCA
1355,191,GCA_003425675.2,82600,Cydia pomonella,Tortricidae,Lepidoptera,GCA
1356,192,GCA_004480015.1,493209,Atta texana,Formicidae,Hymenoptera,GCA
1357,193,GCA_004354385.1,198719,Drosophila innubila,Drosophilidae,Diptera,GCA
1358,194,GCA_004329205.1,7237,Drosophila pseudoobscura,Drosophilidae,Diptera,GCA
1359,195,GCA_004329405.1,72791,Cataglyphis niger,Formicidae,Hymenoptera,GCA
1360,196,GCA_004307685.1,78185,Ceratina australensis,Apidae,Hymenoptera,GCA
1361,197,GCA_004302925.1,115425,Cochliomyia hominivorax,Calliphoridae,Diptera,GCA
1362,198,GCA_003335185.2,195883,Laodelphax striatellus,Delphacidae,Hemiptera,GCA
1363,199,GCA_004195275.1,1086592,Cataglyphis hispanica,Formicidae,Hymenoptera,GCA
1364,200,GCA_004193855.1,56364,Agrotis ipsilon,Noctuidae,Lepidoptera,GCA
1365,201,GCA_004193795.1,1661398,Asbolus verrucosus,Tenebrionidae,Coleoptera,GCA
1366,202,GCA_004143645.1,348688,Protaetia brevitarsis,Scarabaeidae,Coleoptera,GCA
1367,203,GCA_004149465.1,499227,Drosophila nigromelanica,Drosophilidae,Diptera,GCA
1368,204,GCA_004143905.1,189258,Drosophila micromelanica,Drosophilidae,Diptera,GCA
1369,205,GCA_004143865.1,119604,Drosophila lacertosa,Drosophilidae,Diptera,GCA
1370,206,GCA_004143875.1,7257,Drosophila robusta,Drosophilidae,Diptera,GCA
1371,207,GCA_004143785.1,7252,Drosophila melanica,Drosophilidae,Diptera,GCA
1372,208,GCA_004136515.2,1518534,Anopheles coluzzii,Culicidae,Diptera,GCA
1373,209,GCA_004115105.1,690910,Lymantria dispar,Lymantriidae,Lepidoptera,GCA
1374,210,GCA_003448975.2,30069,Anopheles stephensi,Culicidae,Diptera,GCA
1375,211,GCA_004026295.1,2492661,Diptera sp. S2_005_002R2,,Diptera,GCA
1376,212,GCA_004000445.1,168631,Chilo suppressalis,Crambidae,Lepidoptera,GCA
1377,213,GCA_003118335.3,76198,Papilio memnon,Papilionidae,Lepidoptera,GCA
1378,214,GCA_900245975.1,7266,Drosophila guanche,Drosophilidae,Diptera,GCA
1379,215,GCA_003951495.1,62324,Anopheles funestus,Culicidae,Diptera,GCA
1380,216,GCA_900490055.1,207806,Pseudoneuroterus saliens,Cynipidae,Hymenoptera,GCA
1381,217,GCA_003952975.1,928822,Scaptomyza flava,Drosophilidae,Diptera,GCA
1382,218,GCA_900490065.1,351381,Neuroterus quercusbaccarum,Cynipidae,Hymenoptera,GCA
1383,219,GCA_900474265.1,199937,Andricus quercusramuli,Cynipidae,Hymenoptera,GCA
1384,220,GCA_900474205.1,75152,Andricus curvator,Cynipidae,Hymenoptera,GCA
1385,221,GCA_900474195.1,75169,Andricus grossulariae,Cynipidae,Hymenoptera,GCA
1386,222,GCA_900474215.1,75162,Andricus inflator,Cynipidae,Hymenoptera,GCA
1387,223,GCA_900480045.1,1172129,Eurytoma adleriae,Eurytomidae,Hymenoptera,GCA
1388,224,GCA_900475205.1,261815,Eurytoma brunniventris,Eurytomidae,Hymenoptera,GCA
1389,225,GCA_900474315.1,714620,Torymus auratus,Torymidae,Hymenoptera,GCA
1390,226,GCA_003865315.1,115357,Harmonia axyridis,Coccinellidae,Coleoptera,GCA
1391,227,GCA_003710045.1,2448451,Nomia melanderi,Halictidae,Hymenoptera,GCA
1392,228,GCA_003709505.1,39466,Hyphantria cunea,Erebidae,Lepidoptera,GCA
1393,229,GCA_003671415.1,1945771,Megathymus ursus,Hesperiidae,Lepidoptera,GCA
1394,230,GCA_003667255.1,437493,Euschistus heros,Pentatomidae,Hemiptera,GCA
1395,231,GCA_003595255.1,625136,Solenopsis fugax,Formicidae,Hymenoptera,GCA
1396,232,GCA_003456935.1,438506,Machilis hrabei,Machilidae,Archaeognatha,GCA
1397,233,GCA_003568925.1,41139,Coccinella septempunctata,Coccinellidae,Coleoptera,GCA
1398,234,GCA_900499025.1,116150,Pararge aegeria,Nymphalidae,Lepidoptera,GCA
1399,235,GCA_003347265.1,1875375,Glossosoma conforme,Glossosomatidae,Trichoptera,GCA
1400,236,GCA_003261595.1,177089,Maconellicoccus hirsutus,Pseudococcidae,Hemiptera,GCA
1401,237,GCA_003314205.1,44477,Apis mellifera,Apidae,Hymenoptera,GCA
1402,238,GCA_900490015.1,311874,Megastigmus stigmatizans,Megastigmidae,Hymenoptera,GCA
1403,239,GCA_900490025.1,246452,Megastigmus dorsalis,Megastigmidae,Hymenoptera,GCA
1404,240,GCA_900480035.1,310279,Eupelmus urozonus,Eupelmidae,Hymenoptera,GCA
1405,241,GCA_900474355.1,310282,Torymus geranii,Torymidae,Hymenoptera,GCA
1406,242,GCA_900474275.1,452695,Synergus japonicus,Cynipidae,Hymenoptera,GCA
1407,243,GCA_900474325.1,331713,Synergus umbraculus,Cynipidae,Hymenoptera,GCA
1408,244,GCA_900474385.1,909788,Ormyrus pomaceus,Ormyridae,Hymenoptera,GCA
1409,245,GCA_900474335.1,591002,Ormyrus nitidulus,Ormyridae,Hymenoptera,GCA
1410,246,GCA_900480025.1,909778,Eupelmus annulatus,Eupelmidae,Hymenoptera,GCA
1411,247,GCA_900474235.1,909773,Cecidostiba semifascia,Pteromalidae,Hymenoptera,GCA
1412,248,GCA_900474305.1,797374,Cecidostiba fungosa,Pteromalidae,Hymenoptera,GCA
1413,249,GCA_003287335.1,466727,Lednia tumana,Nemouridae,Plecoptera,GCA
1414,250,GCA_003264975.1,13262,Schizaphis graminum,Aphididae,Hemiptera,GCA
1415,251,GCA_000696855.2,197043,Homalodisca vitripennis,Cicadellidae,Hemiptera,GCA
1416,252,GCA_900068805.1,573617,Heliconius timareta,Nymphalidae,Lepidoptera,GCA
1417,253,GCA_900068695.1,544895,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1418,254,GCA_900068675.1,248309,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1419,255,GCA_900068665.1,171916,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1420,256,GCA_900068655.1,248314,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1421,257,GCA_900068635.1,1608924,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1422,258,GCA_900068615.1,171917,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1423,259,GCA_900068585.1,248310,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1424,260,GCA_900068575.1,1756247,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1425,261,GCA_900068565.1,248313,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1426,262,GCA_900068545.1,1501341,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1427,263,GCA_900068525.1,171918,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1428,264,GCA_900068505.1,248312,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1429,265,GCA_900068495.1,1207007,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1430,266,GCA_900068315.1,1207006,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1431,267,GCA_900068305.1,265454,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1432,268,GCA_900068285.1,1116483,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1433,269,GCA_900068265.1,328831,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1434,270,GCA_900068255.1,249251,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1435,271,GCA_900068205.1,171915,Heliconius cydno,Nymphalidae,Lepidoptera,GCA
1436,272,GCA_900068165.1,248311,Heliconius melpomene,Nymphalidae,Lepidoptera,GCA
1437,273,GCA_900068125.1,101932,Heliconius timareta,Nymphalidae,Lepidoptera,GCA
1438,274,GCA_900249655.1,227619,Xenocatantops brachycerus,Acrididae,Orthoptera,GCA
1439,275,GCA_003063865.1,602698,Aphaenogaster picea,Formicidae,Hymenoptera,GCA
1440,276,GCA_003063815.1,500656,Aphaenogaster rudis,Formicidae,Hymenoptera,GCA
1441,277,GCA_003063835.1,602633,Aphaenogaster floridana,Formicidae,Hymenoptera,GCA
1442,278,GCA_003063725.1,602682,Aphaenogaster miamiana,Formicidae,Hymenoptera,GCA
1443,279,GCA_003063765.1,602636,Aphaenogaster fulva,Formicidae,Hymenoptera,GCA
1444,280,GCA_003063805.1,602585,Aphaenogaster ashmeadi,Formicidae,Hymenoptera,GCA
1445,281,GCA_003055095.1,863708,Goniozus legneri,Bethylidae,Hymenoptera,GCA
1446,282,GCA_003054995.1,135921,Aleochara bilineata,Staphylinidae,Coleoptera,GCA
1447,283,GCA_003123925.1,7368,Haematobia irritans,Muscidae,Diptera,GCA
1448,284,GCA_003018175.1,6973,Blattella germanica,Ectobiidae,Blattodea,GCA
1449,285,GCA_003121605.1,63433,Leptopilina boulardi,Figitidae,Hymenoptera,GCA
1450,286,GCA_003086615.1,40370,Drosophila montana,Drosophilidae,Diptera,GCA
1451,287,GCA_000696205.2,7536,Oncopeltus fasciatus,Lygaeidae,Hemiptera,GCA
1452,288,GCA_003055125.1,559696,Paykullia maculata,Rhinophoridae,Diptera,GCA
1453,289,GCA_003012365.1,614211,Medauroidea extradentata,Phasmatidae,Phasmatodea,GCA
1454,290,GCA_003003475.1,1977532,Sericostoma sp. HW-2014,Sericostomatidae,Trichoptera,GCA
1455,291,GCA_002930495.1,2558925,Cecropterus lyciades,Hesperiidae,Lepidoptera,GCA
1456,292,GCA_002939525.1,6978,Periplaneta americana,Blattidae,Blattodea,GCA
1457,293,GCA_001368715.1,58824,Plodia interpunctella,Pyralidae,Lepidoptera,GCA
1458,294,GCA_001010745.2,56086,Gerris buenoi,Gerridae,Hemiptera,GCA
1459,295,GCA_900240015.1,7108,Spodoptera frugiperda,Noctuidae,Lepidoptera,GCA
1460,296,GCA_002846955.1,42839,Anopheles aquasalis,Culicidae,Diptera,GCA
1461,297,GCA_000695645.2,38123,Pachypsylla venusta,Aphalaridae,Hemiptera,GCA
1462,298,GCA_000507165.2,1049336,Ephemera danica,Ephemeridae,Ephemeroptera,GCA
1463,299,GCA_002806875.1,2004999,Lepidotrigona ventralis,Apidae,Hymenoptera,GCA
1464,300,GCA_002778355.1,325643,Clitarchus hookeri,Phasmatidae,Phasmatodea,GCA
1465,301,GCA_000648945.2,1218281,Limnephilus lunatus,Limnephilidae,Trichoptera,GCA
1466,302,GCA_000376725.2,123851,Ladona fulva,Libellulidae,Odonata,GCA
1467,303,GCA_002382865.1,7102,Heliothis virescens,Noctuidae,Lepidoptera,GCA
1468,304,GCA_002313205.1,109027,Laupala kohalensis,Gryllidae,Orthoptera,GCA
1469,305,GCA_002278615.1,235516,Pogonus chalceus,Carabidae,Coleoptera,GCA
1470,306,GCA_002290385.1,94128,Apis cerana,Apidae,Hymenoptera,GCA
1471,307,GCA_002249905.1,543379,Trichomalopsis sarcophagae,Pteromalidae,Hymenoptera,GCA
1472,308,GCA_002245475.1,2010997,Calephelis virginiensis,Riodinidae,Lepidoptera,GCA
1473,309,GCA_002245505.1,2010996,Calephelis nemesis,Riodinidae,Lepidoptera,GCA
1474,310,GCA_000349125.2,7167,Anopheles albimanus,Culicidae,Diptera,GCA
1475,311,GCA_002237135.1,139649,Teleopsis dalmanni,Diopsidae,Diptera,GCA
1476,312,GCA_002236955.1,614101,Dryococelus australis,Phasmatidae,Phasmatodea,GCA
1477,313,GCA_002233535.1,36667,Philaenus spumarius,Aphrophoridae,Hemiptera,GCA
1478,314,GCA_002222885.1,42062,Drosophila nasuta,Drosophilidae,Diptera,GCA
1479,315,GCA_002217905.1,292787,Apis cerana,Apidae,Hymenoptera,GCA
1480,316,GCA_000235995.2,278856,Danaus plexippus,Nymphalidae,Lepidoptera,GCA
1481,317,GCA_002201625.1,1507135,Euglossa dilemma,Apidae,Hymenoptera,GCA
1482,318,GCA_002197625.1,998830,Bombyx huttoni,Bombycidae,Lepidoptera,GCA
1483,319,GCA_900068765.1,1608919,Heliconius pardalinus,Nymphalidae,Lepidoptera,GCA
1484,320,GCA_900068405.1,33444,Heliconius elevatus,Nymphalidae,Lepidoptera,GCA
1485,321,GCA_900068005.1,33441,Heliconius pardalinus,Nymphalidae,Lepidoptera,GCA
